Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
1990,China,North,Wheat,4.054008980080092,1702.868801704277,23.91,0.5,4,46.96,29.73,46.67,34.26649999999999,Organic Farming,235.84644968307103
1990,Brazil,Northeast,Sugarcane,2.4717617899421986,755.2877093476988,26.6,1.1674031107612501,3,64.28,10.28,73.15,49.1425,Water Management,122.06822875863543
1990,Argentina,Pampas,Wheat,14.863469756863411,1046.8790669269938,25.88,2.0440369515762,8,57.06,20.34,60.94,60.473,No Adaptation,1341.2605939747882
1990,Nigeria,North West,Barley,30.235625780789587,2234.985036973779,15.67,1.6391888624727,9,40.47,31.58,44.36,72.862,Organic Farming,1473.3437789331244
1990,Argentina,Pampas,Vegetables,17.44723791774962,1500.5884501408343,18.7,1.0537757208455627,3,42.85,12.24,53.53,29.3135,Crop Rotation,362.8160387436792
1990,Argentina,Northwest,Rice,17.600147436590003,1344.8972339326388,11.9,2.9281196674957495,6,96.53,45.3,42.43,76.4585,Water Management,659.3291076134178
1990,France,Provence-Alpes-Cote d’Azur,Cotton,33.1805777273183,753.5469592046705,27.26,1.4733860578339497,8,72.39,38.15,86.69,64.0055,Organic Farming,1210.5462573890748
1990,France,Provence-Alpes-Cote d’Azur,Vegetables,19.02881864397016,1980.4262114479334,24.29,2.5650108897074997,5,59.46,13.66,73.86,75.107,Drought-resistant Crops,1092.2726301545474
1990,Argentina,Pampas,Rice,31.00491014216677,2851.2690646510314,3.32,1.4784022686420002,4,19.57,43.5,3.81,68.1495,Organic Farming,500.1296203974076
1990,China,East,Wheat,15.766795162462289,234.84107240400812,29.93,1.3251577656150002,5,70.8,49.57,22.82,65.01899999999999,Crop Rotation,566.5337226693256
1990,USA,West,Wheat,0.0,1939.8394914915966,20.14,0.5993175896630999,1,63.76,17.65,54.47,43.926500000000004,Water Management,36.19827647603447
1990,Australia,Western Australia,Cotton,28.926226243344335,2398.124728522754,17.72,0.6877406358000001,0,71.56,25.89,64.21,28.1395,Water Management,0.0
1990,USA,South,Coffee,5.667470606912014,890.9612250661495,8.95,0.6820890969375,5,15.25,4.59,2.94,47.473,No Adaptation,279.3746884125062
1990,USA,Midwest,Sugarcane,18.69145829162033,1179.7818774466286,14.53,0.8132919108300002,10,46.12,5.81,78.34,28.923000000000002,Water Management,3233.786767324265
1990,China,Central,Cotton,1.1584742326910469,3008.7822704916684,2.13,1.4727272321775002,3,80.9,8.44,88.94,49.543,Drought-resistant Crops,332.933551741329
1990,Russia,Siberian,Sugarcane,5.241720480818772,474.51212137758193,22.54,0.8853573670892999,8,29.54,19.62,85.07,55.1565,Crop Rotation,1259.9900292001996
1990,China,Central,Cotton,23.130954829138787,1578.6832737145053,0.7,0.5,9,95.31,26.62,7.37,47.5015,No Adaptation,597.9574104408518
1990,Nigeria,South West,Rice,9.070763416049706,976.1254651695582,21.83,1.5071425763939998,7,65.74,9.89,79.76,92.332,Water Management,383.14792393704147
1990,Australia,Western Australia,Wheat,4.306849218170264,1338.3743830742542,29.82,0.5,4,92.18,19.66,8.76,68.722,Crop Rotation,104.11224271775515
1990,Russia,Northwestern,Cotton,22.19144267333215,1077.3102357418704,21.32,0.9595765449504001,7,32.72,41.09,5.36,92.742,Organic Farming,137.28794245424115
1990,Russia,Volga,Soybeans,7.823627562430868,704.5107016638665,3.98,1.6866876017587502,2,71.97,31.55,33.25,71.4075,Crop Rotation,149.6360658072787
1990,Australia,New South Wales,Fruits,30.90265720992957,2370.916246737172,24.38,3.6286418585538005,1,83.12,20.63,59.37,80.1615,Water Management,159.1795456164091
1990,Brazil,South,Rice,19.883047463740017,1777.0563328681403,0.86,1.4875988203065003,9,66.27,46.73,77.48,55.966,Drought-resistant Crops,1651.7028701659428
1990,Brazil,Northeast,Cotton,29.818116296954617,1492.9522583950372,10.64,1.6251669188500004,0,16.67,1.63,30.1,94.94500000000001,Organic Farming,0.0
1990,India,Punjab,Vegetables,18.724827764883266,3113.7924010302218,15.42,1.502681246901,1,52.22,33.24,47.88,37.666,Organic Farming,143.62794672744107
1990,Australia,Victoria,Corn,5.162017269648336,1704.8351242254957,3.8,1.736226560367,2,87.67,11.55,8.96,79.362,Water Management,185.5053058898939
1990,France,Provence-Alpes-Cote d’Azur,Rice,23.374541245688416,977.3885620243484,20.9,2.4285699358222503,0,78.41,39.0,10.63,66.1585,Drought-resistant Crops,0.0
1990,Australia,Queensland,Wheat,11.957744100442422,308.0255538951097,13.41,4.29665846841,0,58.65,7.45,89.31,80.9545,No Adaptation,0.0
1990,Russia,Volga,Cotton,8.906151689200211,2635.974454707675,21.24,0.8894623194576001,4,80.18,5.48,44.52,71.694,No Adaptation,263.07527953849444
